:ID,:Label,confidence:Float
fc43e587e3df077329b354a6ef05dd29,Apparel,55.38291549682617
0f4e1aaabd074689b7d3ead824d1ee8e,Arrow,50.12788391113281
efe0bd2c212eceec598c42a15b8cd07f,Clothing,55.38291549682617
8af5861002f3c157f9ba842bba10aa3f,Face,51.44035720825195
636e48cb20aff512acac1609c23c0467,Final Fantasy,52.31382369995117
193cfc9be3b995831c6af2fea6650e60,Page,53.37156295776367
02c86eb2792f3262c21d030a87e19793,Symbol,50.12788391113281
9dffbf69ffba8bc38bc4e01abf4b1675,Text,54.760807037353516
a3e8ae43188ae76d38f414b2bdb0077b,Texture,97.13557434082031
25a81701fbfa4a1efdf660a950c1d006,White,97.13557434082031
d514aad66bfbf626641928b866036dee,White Board,63.33339309692383
fc43e587e3df077329b354a6ef05dd29,Apparel,58.57859802246094
efe0bd2c212eceec598c42a15b8cd07f,Clothing,58.57859802246094
8af5861002f3c157f9ba842bba10aa3f,Face,56.79867935180664
9dffbf69ffba8bc38bc4e01abf4b1675,Text,61.01749038696289
a3e8ae43188ae76d38f414b2bdb0077b,Texture,93.8719253540039
25a81701fbfa4a1efdf660a950c1d006,White,93.8719253540039
d514aad66bfbf626641928b866036dee,White Board,59.60886764526367
49c3fc5da1c39b28dd9e2956e7aec9a9,Alphabet,51.973419189453125
fc43e587e3df077329b354a6ef05dd29,Apparel,64.81015014648438
efe0bd2c212eceec598c42a15b8cd07f,Clothing,64.81015014648438
8af5861002f3c157f9ba842bba10aa3f,Face,70.83307647705078
02c86eb2792f3262c21d030a87e19793,Symbol,51.25776672363281
9dffbf69ffba8bc38bc4e01abf4b1675,Text,78.73695373535156
a3e8ae43188ae76d38f414b2bdb0077b,Texture,79.09803009033203
25a81701fbfa4a1efdf660a950c1d006,White,79.09803009033203
49c3fc5da1c39b28dd9e2956e7aec9a9,Alphabet,55.7641716003418
fc43e587e3df077329b354a6ef05dd29,Apparel,56.6563606262207
efe0bd2c212eceec598c42a15b8cd07f,Clothing,56.6563606262207
8af5861002f3c157f9ba842bba10aa3f,Face,66.88259887695312
8c2857a9ad1d8f31659e35e904e20fa6,Logo,55.18025207519531
02c86eb2792f3262c21d030a87e19793,Symbol,59.15155029296875
9dffbf69ffba8bc38bc4e01abf4b1675,Text,81.1104507446289
a3e8ae43188ae76d38f414b2bdb0077b,Texture,61.67165756225586
b1ff5704b48e42d700d43961dd415064,Trademark,55.18025207519531
25a81701fbfa4a1efdf660a950c1d006,White,61.67165756225586
49c3fc5da1c39b28dd9e2956e7aec9a9,Alphabet,52.6462516784668
fc43e587e3df077329b354a6ef05dd29,Apparel,52.20912170410156
efe0bd2c212eceec598c42a15b8cd07f,Clothing,52.20912170410156
8c2857a9ad1d8f31659e35e904e20fa6,Logo,61.150657653808594
02c86eb2792f3262c21d030a87e19793,Symbol,63.812843322753906
9dffbf69ffba8bc38bc4e01abf4b1675,Text,81.04238891601562
a3e8ae43188ae76d38f414b2bdb0077b,Texture,60.352027893066406
b1ff5704b48e42d700d43961dd415064,Trademark,61.150657653808594
25a81701fbfa4a1efdf660a950c1d006,White,60.352027893066406
fc43e587e3df077329b354a6ef05dd29,Apparel,54.182090759277344
efe0bd2c212eceec598c42a15b8cd07f,Clothing,54.182090759277344
8c2857a9ad1d8f31659e35e904e20fa6,Logo,65.32957458496094
02c86eb2792f3262c21d030a87e19793,Symbol,68.7479019165039
9dffbf69ffba8bc38bc4e01abf4b1675,Text,80.60690307617188
